track_id,track_name,artists,track_genre,tempo,danceability,energy,valence,acousticness,instrumentalness
71S1qLFhY5IoeQJ2Dri5tV,Santifica,Alugiana,brazil,133.562,0.512,0.877,0.541,0.514,0.0
3qzgGSGtGAcXGZJ7UG68hr,Perdidos No Espaço,Legião Urbana,brazil,81.917,0.572,0.567,0.768,0.0435,0.129
6NO0Up4grjlWcprtv4H4dN,Deus do Secreto,Ministério Sarando a Terra Ferida,brazil,125.898,0.466,0.619,0.167,0.404,0.0
5N7gGcjj3gY4WwT9AydgnQ,Te Trago pra Perto de Mim,Konai,brazil,90.955,0.61,0.265,0.152,0.921,4.71e-05
7K0Nelb1gfXMjaChQS1nzZ,Amor Maior - Acústico,Jota Quest,brazil,76.008,0.582,0.538,0.355,0.636,2.23e-06
2bzOiMxPh7D8KAiWR9e41a,Toda Forma de Amor,Lulu Santos,brazil,137.87,0.676,0.832,0.83,0.14,7.5e-05
4j6z2ZWATIxUHFNpFsAL7l,Dono do Mundo - Ao Vivo,Fernandinho,brazil,139.913,0.398,0.532,0.0674,0.358,1.24e-05
6FOZMPsV4o3dMj7juFrXMT,Vai Valer a Pena - Ao Vivo,Juliano Son,brazil,127.875,0.313,0.869,0.221,0.133,0.00174
0uYM8AjQwRsVUCPWwZ9Oqb,From Hell do Céu,Black Alien,brazil,82.931,0.692,0.934,0.946,0.143,0.0
1GM1o7Wgh3UhqgMf5Yqou6,O Que Meu Pai Falou Pra Mim - Ao Vivo,Armandinho,brazil,86.005,0.629,0.581,0.299,0.547,1.81e-05
133tViiZ8Ep6xDlGTSWFFa,Nas Asas do Senhor,Alessandra Salles;Eros Biondini,brazil,123.858,0.46,0.537,0.409,0.652,1.65e-06
1BhafeHIDUSLk1FZH67oiY,Seu Rei,Xamã;Mano fler;Tiankris,brazil,84.415,0.607,0.629,0.339,0.276,0.0
0YG19EaGbGtN7m8xVzgEGv,Negro Drama - Ao Vivo,Racionais MC's,brazil,79.769,0.682,0.948,0.775,0.406,0.0
1eK1ZyBymaRWFcZBjY8dmL,Leão - Ao Vivo,Rebeca Carvalho;Lukas Agustinho,brazil,133.93,0.481,0.679,0.181,0.612,0.00223
0Zj9TB27KLWpixW7WFRx6A,Conto De Fraldas,Tianastacia,brazil,118.052,0.675,0.594,0.598,0.0348,1.91e-05
3txHZTpGeVASXa5ARwoRX6,Puro Êxtase - Ao Vivo,Frejat,brazil,121.056,0.571,0.924,0.5,0.179,4.07e-06
49cP1TSysfYkF5UOKF6evN,Eu Vou Passar pela Cruz,PG,brazil,80.689,0.345,0.659,0.201,0.209,0.0
7DGiwSAi7JqgndlMXcXTHE,Pensamento (Acústico),Cidade Negra,brazil,172.055,0.673,0.693,0.965,0.0996,3.17e-05
354j6LPNLlWsKvQJQuye0X,O carimbador maluco,Raul Seixas,brazil,148.118,0.673,0.846,0.772,0.199,0.0
5aZuGNyDGuHcPk28R94vwd,Cascavel,Murica;BEATDOMK,brazil,84.777,0.6,0.531,0.682,0.618,0.0
0lpYmhJ6gE8VjmztONLVhs,Jó,Rose Nascimento,brazil,120.25,0.47,0.391,0.189,0.823,0.0
4GEw8k3OPOxWWnH31V7YGS,Nesse Instante (feat. Vulgo FK & Caio Passos),WC no Beat;Felp 22;MC Marks;Vulgo FK;Caio Passos,brazil,131.573,0.685,0.579,0.583,0.223,0.0
2mo5GxlIf33o4yOpQbAmdF,Me dá o Poder de Filho,Marcelo Aguiar,brazil,119.873,0.614,0.368,0.346,0.777,0.0
4WCywozuuSXGl3CscRHVD5,Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,Dunamis Music;Rapha Gonçalves;MORADA,brazil,136.73,0.246,0.84,0.14,0.127,0.0
43pllzWnKSGTw4XCvoNlG8,Dia Quente,Rodolfo Abrantes,brazil,143.924,0.618,0.392,0.367,0.818,0.0
5GCz9BOkt17aI6ZOR3EiUl,Desabafo / Deixa Eu Dizer,Marcelo D2;Claudia,brazil,85.409,0.6,0.869,0.786,0.0364,0.0
5mblm2qeUbMbsDNsIE5OQi,1º De Julho - Ao Vivo,Cássia Eller,brazil,170.064,0.32,0.878,0.509,0.538,0.0
65WbRpNqHIlyJ7V8U4yspX,Tattoo,Fabio Brazza;Luccas Carlos;Vulto,brazil,81.872,0.701,0.654,0.709,0.199,0.0
6gmuILX9ZEUWVmUaPcJrpR,Oh Meu Deus,Projota,brazil,149.966,0.727,0.796,0.422,0.00149,0.000221
3vNirK8TosxVKYeZoXpIxv,Polo,Fresno,brazil,145.135,0.543,0.941,0.752,0.0184,0.0
0xsvPNs9QOjzfbtn0kZE8D,Pogba - Remix,Major RD;Bagua Records;Gooba,brazil,178.001,0.778,0.733,0.323,0.0316,0.0
2mAenBc4RyeokOVC19oqqa,Falando do Meu Bem,Black Alien,brazil,112.024,0.804,0.905,0.713,0.182,0.000887
60SVKic93qC7WC7cdm3y4U,Aluga-Se,Raul Seixas,brazil,143.138,0.71,0.823,0.967,0.467,0.0
1MzORbkElxoIubxMl0MqAr,Me Atraiu - Acústico,Gabriel Brito;Filipe Lancaster,brazil,139.847,0.587,0.214,0.217,0.773,0.0
5G0VKvMNCOFgOd7NmGOS3K,Getsêmani,Leonardo Gonçalves,brazil,129.948,0.533,0.496,0.268,0.721,4.64e-06
4a3twTGIFwHZLkaSMDMdOo,De Fé - Ao Vivo,Humberto Gessinger,brazil,80.189,0.541,0.695,0.469,0.655,0.000228
1zJCjjA3FRdjPvf2Dex7u2,Vou Deixar na Cruz,Cassiane,brazil,136.085,0.292,0.67,0.182,0.56,0.0
5QUZjrm4nF5SrT1JEQbhV0,O Que Separa os Homens dos Meninos,Sant;Stau,brazil,80.483,0.641,0.635,0.66,0.796,0.0
3uUjBFoJUO9dE7vZmVh6E7,Palavra de Deus,Deise do Vale,brazil,138.003,0.509,0.666,0.125,0.625,0.0
3fOytJcDu5uW8OoXSFhBua,Baader-Meinhof Blues,Legião Urbana,brazil,189.72,0.253,0.831,0.657,0.012,6.62e-05
09Y4QnnWgQXkT07iLoEOKS,a todo vapor,Don L,brazil,83.087,0.381,0.595,0.316,0.352,0.002
66ukyUZ0ygPwha3SIl7LkH,Eu Sou Teu (Rooftops) - Ao Vivo,Gabriela Rocha,brazil,99.985,0.528,0.774,0.213,0.00297,2.03e-06
5kNCog1amNsI8z2iD5634p,O dia em que a terra parou,Raul Seixas,brazil,113.295,0.55,0.729,0.344,0.089,0.0
52UwxcBnQeWh4HeMngkuVs,Casa,Colo de Deus,brazil,139.935,0.515,0.464,0.3,0.819,0.0
469w8UmJYEGGMTNafmscjz,Espírito Santo Repousa / Faço Novas Todas as Coisas,Padre Fábio De Melo,brazil,139.751,0.276,0.576,0.24,0.582,0.0
6r10S0KFJcsw81QCtUnn7L,Descanso,Oficina G3,brazil,139.91,0.467,0.771,0.206,0.0157,5.49e-06
1EE5SUPzv0K9sgIOSgaiNv,Vários holofotes - Ao vivo,O Rappa,brazil,105.699,0.592,0.892,0.616,0.154,0.00376
0bJzyiMBy2hpqhgf4RN20J,"Lamentável, Pt. III",Froid;Cynthia Luz,brazil,69.95,0.663,0.564,0.351,0.57,0.0
3ShTQAZARvk8SwMJM27xV6,Chega Mais Cedo,Dazaranha,brazil,171.066,0.639,0.823,0.967,0.0752,0.0
0c8GzzMZ2ua7ybYhZvp9wX,Encontrar Alguém,Jota Quest,brazil,110.412,0.774,0.842,0.798,0.142,0.0
7Gg6RHdXJQeOp7rMChprbT,Vá Morar Com O Diabo - Ao Vivo,Cássia Eller,brazil,100.33,0.662,0.861,0.814,0.701,0.0
1DbFuacglhRDxGzCP4Lriv,Ponto de Força,Sant;Onni;Angola;Guizo,brazil,128.032,0.779,0.709,0.528,0.406,0.0
679WNDJNeWz3tvO4ffrDqA,Monstro invisível - Ao vivo,O Rappa,brazil,102.308,0.594,0.958,0.548,0.107,0.00306
35Rj63ivoluSehxgo9Nf6M,Ele É Deus,Deise do Vale,brazil,145.986,0.515,0.704,0.201,0.629,0.0
10REoqlHqSR42l2v2ZKwTJ,Tô Chegando,Valesca Mayssa,brazil,123.891,0.589,0.618,0.47,0.676,0.0
2a8V54o2V6QdgofUotLu9f,Faz Chover - Ao Vivo,Fernandinho,brazil,143.209,0.37,0.73,0.324,0.72,0.0
3XmlyO6IhBbhvWszwk0ZDW,Só Posso Dizer (São Paulo),Nando Reis,brazil,73.931,0.511,0.541,0.719,0.398,0.0
0ZBYKXS2sFtFOiJNt97mPP,Nas Asas do Senhor (feat. Celina Borges),Padre Fábio De Melo;Celina Borges,brazil,121.747,0.404,0.339,0.166,0.374,0.0
5cS3LwObFvrv6Vfwge0D6R,Você Não Imagina,Delino Marçal;Midian Lima,brazil,116.349,0.504,0.526,0.342,0.273,0.0
4RdLeGrUDuPsUrQtG0lHEk,Uma Noite a Toa,Haikaiss;1Kilo,brazil,132.022,0.76,0.7,0.661,0.211,0.0
0KcfaHsiaCoSO6U0qXjje2,Kryptônia,Zé Ramalho,brazil,133.726,0.675,0.521,0.183,0.227,4.08e-05
1fChWSrWQSLji72OntARhi,O Tempo Passou,Sant;Mc Marechal,brazil,95.072,0.813,0.701,0.836,0.277,0.0
7zqdIo8k7YXvr0GNJN1xQT,Halellujah - Ao Vivo,Adriana Arydes,brazil,179.555,0.28,0.55,0.258,0.0589,2.23e-06
2KWCHX9hCadTNbUhLWvDDq,Banco De Areia,Maneva;MC Hariel,brazil,162.944,0.607,0.704,0.897,0.101,0.0
2JtIKFOdjw85nEgKqVK9Gn,Sou Teu Deus,Midian Lima,brazil,127.701,0.484,0.524,0.218,0.455,0.0
0cEUrAqLYJafXksIpIBov4,Jeová Jireh,Aline Barros,brazil,133.928,0.4,0.758,0.114,0.00438,0.0
1235OqEAiQvJp7jAmc96dN,Bom É Quando Faz Mal,Matanza,brazil,167.999,0.501,0.974,0.588,0.0184,0.0
2vfZqjFC0QsRMewYWAiY9Y,Lágrimas e chuva,Kid Abelha,brazil,122.396,0.706,0.8,0.725,0.0332,0.037
5yNfMRJ8byUpEscMcy1ZXb,Descansarei,Comunidade Evangélica de Maringá,brazil,139.877,0.461,0.405,0.139,0.262,0.0
6qfdGgNDYcsVdG7RimLhFk,Sereia,Maneva,brazil,129.971,0.725,0.607,0.57,0.0671,1e-06
3eSdppRWjG7WlxTVuhqGVu,Tu Te Abeiraste da Praia - A Barca,Astúlio Nunes,brazil,103.402,0.317,0.324,0.499,0.802,0.0
2zSTvC7IA8EiD4cvo4VdVr,A Cidade,Chico Science;Nação Zumbi,brazil,95.534,0.734,0.824,0.911,0.0559,0.00237
34IR3mQhewelUrIzahBAsG,Céu,3030,brazil,80.038,0.744,0.554,0.425,0.185,0.0
1JAqy8JxzsmMRq5jD2Oi49,Pirate,Liu;GenX,brazil,125.005,0.72,0.781,0.307,0.00408,0.807
02j3P5NLtFH34LVPLHLk5s,Minha Tristeza,Maneva,brazil,167.975,0.74,0.642,0.925,0.489,2.94e-06
5LSyKM2bsIpSHhPgAjatKW,Avareza (Santa Maria) - Acústico,Xamã;Bagua Records;Gustah;Irineu Barsé,brazil,139.953,0.58,0.496,0.61,0.646,0.0
5V7c3vhgVN0VXJrRfAAcp8,Nós Vamos Invadir Sua Praia,Ultraje a Rigor,brazil,167.889,0.292,0.98,0.517,0.000502,0.00126
0EvH4HVrhZnvAfyctBSGrk,Expectativas,3030,brazil,136.937,0.75,0.507,0.897,0.798,0.0
5MYKqp6J8rstffAQBCE2nl,Mil Faces de um Homem Leal (Marighella),Racionais MC's,brazil,95.1,0.716,0.716,0.378,0.622,0.0
1d9KF847JVwN14mR4zBe8l,Soldados,Legião Urbana,brazil,124.084,0.589,0.432,0.605,0.00919,0.195
5XKEOyjux8e6IM0lpKB0ee,Eternas Ondas (Ao Vivo),Zé Ramalho,brazil,135.55,0.471,0.715,0.359,0.0792,0.000993
0yH7RR6CPpidfHe6KD15WV,Meus Próprios Meios,Oficina G3,brazil,159.998,0.49,0.967,0.374,0.000863,4.19e-06
05K51VGmcBMeKzCB88aIOV,Vou Seguir com Fé,Kleber Lucas,brazil,112.163,0.76,0.911,0.785,0.119,0.0
3G8gF1ClzlQBV66fz6S6JB,Favela Sinistra,Trilha Sonora do Gueto,brazil,111.326,0.723,0.576,0.963,0.232,0.0
5n2S5HSEs2iLV5ro1tc7bL,Ele Reina - Ao Vivo,Jefferson & Suellen,brazil,117.973,0.402,0.641,0.192,0.17,0.0
4lFSe0VQ2tMDJhyvjD8jmU,Refém,3030;Lauana Prado,brazil,145.01,0.774,0.652,0.862,0.518,7.87e-05
4c2OHigULUHASnUdOEO7HQ,Forma de Cuidado,Valesca Mayssa;Bruna Karla,brazil,126.246,0.493,0.589,0.322,0.327,0.0
6POwzpncp2Rn2M7n8sPTGW,Mente Louca,MISAEL,brazil,130.026,0.887,0.42,0.093,0.259,7.46e-06
2jIH65qxOq2b959uTjLADJ,Ouro Rose,Felp 22;Medellin;JP Diazz,brazil,120.026,0.748,0.689,0.355,0.0537,0.0
2C8aTCVZAiPad7Tb9CsVjD,De Malas Prontas,Rodolfo Abrantes,brazil,79.974,0.59,0.489,0.302,0.124,0.0269
4Lfod3ZkXkJBZZhw2cHKCk,Neptune's Hep Tune,Antônio Carlos Jobim,brazil,79.512,0.548,0.412,0.325,0.807,0.934
3Dm6aXLhzureDjBZIqFYhK,Hoje Livre Sou - Ao Vivo,Ministério Adoração e Vida,brazil,76.003,0.52,0.501,0.372,0.608,0.0
0clS0Pwyo2JDfnZIGK2GvW,Bring Me To Life,Bruno Martini;David Hodges,brazil,117.973,0.75,0.829,0.631,0.16,0.00423
66073TiPtbCattnpSkyuKq,Se Tu Lutas Tu Conquistas,Somos Nós A Justiça,brazil,86.018,0.815,0.601,0.558,0.457,3.99e-06
4JJOLKyNrVeJhyDZt0MOSj,Tempo de Vencer,Jamily,brazil,75.971,0.455,0.405,0.149,0.329,0.0
0EVhSaqb9Ig1XOvvkp48F1,Rap du Bom Parte II - Mús. Incid.: Odara,Rappin' Hood;Caetano Veloso,brazil,95.014,0.881,0.712,0.656,0.414,0.000105
3L6EOy5OG9JetMXAbEJQu9,Fininho da vida - Ao vivo,O Rappa,brazil,94.41,0.614,0.903,0.653,0.265,0.000178
1BT34SIR55hjDG8mFkZO3A,Abram-se os Caminhos,Edi Rock;Bagua Records;Alexandre Carlo;Marcelo Falcão,brazil,75.004,0.708,0.833,0.701,0.0262,6.73e-05
50RxCp8dmcpd5P66b95u68,Outro Na Fornalha (Another In The Fire) - Ao Vivo,Mari Borges;Sarah Beatriz,brazil,129.924,0.557,0.758,0.192,0.324,3.34e-06
5eeWHpZyV0xqWunkjahh6X,O Meu Mundo Ficaria Completo (Com Você),Cássia Eller,brazil,168.029,0.637,0.91,0.87,0.624,0.0
5psIcronqyDyYWBVFNSyVh,A fórmula do amor,Kid Abelha,brazil,133.289,0.68,0.735,0.881,0.0597,0.214
5ykUVPKww8cBxLC3ZbHABU,Labareda - Ao Vivo,Jefferson & Suellen,brazil,133.038,0.348,0.843,0.306,0.116,0.0
7gHyZziBrTz4kGv9kGAyN2,Hoje Livre Sou,Ministério Adoração e Vida,brazil,147.919,0.475,0.522,0.227,0.458,0.0
6laMXF1yMj9jCi8j4OSdoG,Ele É Exaltado - Acústico Ao Vivo,Adhemar De Campos;Orquestra Filarmônica de São Caetano do Sul,brazil,168.074,0.184,0.401,0.265,0.753,1.2e-06
4R0KtYtVHNdqS91IyfUGW3,Palavras,Lauriete,brazil,142.012,0.332,0.71,0.383,0.239,8.85e-05
7DCVTLzUHbfJ2gOUHOCyYu,Louco pra Voltar,Marcelo Falcão;Filipe Ret,brazil,75.028,0.707,0.83,0.739,0.291,0.0
0yNVFu81jqC3eAGgxLpddH,Abraça-me / Lindo És / Só Quero Ver Você,David Quinlan,brazil,135.793,0.423,0.603,0.156,0.0994,5.1e-06
60Paotn7Sl6Zed8VWpKwg6,Tudo é Possível - Ao Vivo,Fernandinho,brazil,175.875,0.279,0.732,0.382,0.0838,0.0
6RPujWkce7CnkisE9Xpppp,O Papa é Pop,Engenheiros Do Hawaii,brazil,113.182,0.595,0.729,0.829,0.34,0.0
7dGksgOyGuJ9QCNZhxxN5e,Dias de Guerra,Valesca Mayssa;Stella Laura,brazil,137.845,0.568,0.616,0.391,0.366,0.0
1wyzGqooLn3uYe9ejz2VOi,Domingo,Titãs,brazil,140.211,0.617,0.771,0.881,0.00832,0.000115
27YQDARCxhQ9jOsVH6ICfX,A Promessa Está de Pé (Ao Vivo),Samuel Messias;Midian Lima,brazil,90.999,0.388,0.528,0.249,0.172,0.0
4bbkMckqUNhFIvNHWsyo8h,Bem Pra Mim,Altamira;Stanley Castro;Thebosh,brazil,113.995,0.737,0.379,0.41,0.184,0.0
4q7bQLZgF27HNZEWaqgDJA,Dinheiro,Mãolee;BK;Filipe Ret,brazil,193.705,0.652,0.637,0.482,0.0261,0.0
63ATNJvZGtLlpg3Jo2Wzii,Sol de Paz,Strike,brazil,82.01,0.645,0.583,0.745,0.202,0.0
4ewcgtlObYccblWuAxMUqz,Homem não chora,Frejat,brazil,133.437,0.539,0.838,0.343,0.0831,0.000227
74cONalKw3Op50jjyDDrV4,Garotos Ii (O Outro Lado) - Ao Vivo,Leoni;Dinho Ouro Preto,brazil,117.57,0.522,0.365,0.342,0.745,0.0
6TBhThiR54uzZqd8ftKF0E,Tempo de Cantar,Fabiana Sinfrônio,brazil,128.012,0.534,0.482,0.238,0.0702,0.0
60T1wa5jdP7KXOp8nBAqsS,Infinito,Kemuel,brazil,140.018,0.402,0.488,0.216,0.0061,1.34e-06
3gi7gH8JbG0QdBM4Suf3lr,Favela Vive 4,ADL;MC Cabelinho;Kmila Cdd;Orochi;Cesar Mc;Edi Rock,brazil,76.093,0.498,0.498,0.367,0.42,0.0
57DmIl4WnkUplQrUWZqonY,Quanto Vale o Show,Racionais MC's;DJ Cia,brazil,94.081,0.492,0.849,0.696,0.078,0.0
72ZGT5dwrp7lZ40ums6dHi,Como Deus Quiser,Cynthia Luz;Projota,brazil,91.022,0.753,0.656,0.819,0.655,0.0
6URLR9SwPALBhLIURttw7v,Me Lembro - Acústico,Kemuel,brazil,78.769,0.452,0.299,0.233,0.794,0.0
5kl27oyiltHKky603bzNJ2,Difusao Mental,Um Barril de Rap,brazil,155.757,0.778,0.296,0.481,0.438,0.0
2go4N239uPaY9BuXjqBaN7,Teletema,Kid Abelha,brazil,122.518,0.807,0.457,0.418,0.66,0.0391
3yz4ypggDnJ4N3z3YG6pn2,Hóstia - Ao vivo,O Rappa,brazil,96.878,0.637,0.898,0.81,0.186,0.000673
7eAm1mBCgg8iC9UIrxCe1U,comigo,Leonardo Gonçalves;Kemuel,brazil,81.051,0.522,0.441,0.315,0.821,0.00191
4YGX0YEh54BUdaGHyYB6FZ,Faz Chover - Ao Vivo,Trazendo a Arca,brazil,133.478,0.498,0.617,0.118,0.277,0.0
1tlwgUOwvxIA6nbUeOPuBG,Sussurros na Fumaça,Sain,brazil,137.201,0.521,0.656,0.432,0.699,0.0026
3alsIYiOE1PygAy2k8s2kO,Águas Purificadoras - Ao Vivo,Diante do Trono;Ana Paula Valadão,brazil,137.437,0.334,0.457,0.3,0.629,0.0
7D5SHB5Qr6otVfXUh0jveD,Seu Amor Me Persegue (Studio),Casa Worship;Julliany Souza,brazil,133.784,0.364,0.603,0.0886,0.0217,7.67e-05
30ildQSiiB2W4CeiZ23oul,Santificação,Elaine Martins,brazil,150.064,0.496,0.867,0.45,0.41,0.0
6zbMyzItlZIQbSwYbyk0MN,O Mínimo de Mim,Shirley Carvalhaes,brazil,139.43,0.379,0.676,0.234,0.604,0.0
1kJ6btG5HwSI1S2sBUvUvI,Os Outros - Ao Vivo,Leoni,brazil,119.466,0.418,0.394,0.447,0.85,0.0
5gjfhL8mRK8cW6nQn4YvmN,Compromisso - Ao Vivo,Régis Danese,brazil,128.12,0.482,0.379,0.234,0.361,0.0
7e4JOa2XlIfEcMDovGkh0z,Cenáculo de Amor,Walmir Alencar,brazil,184.181,0.617,0.354,0.579,0.483,0.0
3gKZ8sN4LJUbZrOq7YgLmy,Garota Radical,Cine,brazil,116.959,0.709,0.847,0.693,0.214,0.0
4sGtZZD7zBZ1oqoQjkBg1z,Rico E Bem Novin,UCLÃ;Sueth;Shoy;Mc IG,brazil,158.852,0.611,0.547,0.355,0.0717,0.0
7ezauNJ3kAugkv9uV9Jouu,Eu Te Levantarei (Ao Vivo),Frei Gilson,brazil,174.057,0.347,0.578,0.337,0.357,1.3e-05
3ZbbTKiMX1p7S1hUXtb9SO,Quando Te Vejo,Thiago Ramalho,brazil,127.91,0.639,0.339,0.176,0.486,0.0118
17UuW4DhOw56O2LcFWx7dH,Estás Entre Nós (feat. Monsenhor Jonas Abib),Eliana Ribeiro;Monsenhor Jonas Abib,brazil,126.051,0.596,0.401,0.124,0.654,0.0
7BS9guU5q1fzQX1ZQUTYto,Cura-me,Fernanda Brum,brazil,145.963,0.46,0.604,0.136,0.332,0.0
2RIq8jJy01rwLYXTGuVILo,Estações,Jessé Aguiar;Misaias Oliveira,brazil,118.963,0.647,0.69,0.521,0.237,0.0
6eQjwvQmfY4vBs4c9IKiuW,Mister Niterói,Black Alien,brazil,160.028,0.825,0.79,0.961,0.262,0.000197
5kBemeXHWOKqsoLS22qGFw,Caminho da Luz,Mato Seco,brazil,150.639,0.749,0.663,0.944,0.243,2.72e-05
2x6kFL5AIIwacxHySO4mXP,Somebody That You Loved,Bruno Martini;New Hope Club,brazil,109.977,0.707,0.721,0.444,0.329,0.000309
4bryIEI8nhqSeSqwMtuV9s,Rompendo em Fé,Comunidade Evangélica Internacional da Zona Sul,brazil,67.864,0.488,0.59,0.368,0.439,0.0
0UQor28BlM3xdKQGAwPPyP,Cartas e Versos,Frejat,brazil,110.131,0.73,0.467,0.641,0.596,0.0
4jH3S2TzxyLhME0PYnNtX7,Se Até os Anjos se Prostram,Jhonas Serra,brazil,133.968,0.453,0.637,0.315,0.282,0.57
6BXz5aIbAqHT75w5z3hG3u,Eu Te Devoro - Ao Vivo,Maneva,brazil,87.919,0.704,0.404,0.378,0.322,4.69e-05
2ZMW1mtSrdiaDe8lI9YLnZ,"Rock Das ""Aranha""",Raul Seixas,brazil,174.253,0.609,0.63,0.934,0.762,0.0
7qubRAWtXlhLkrHPRyLhjj,"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo",Maneva,brazil,156.032,0.71,0.451,0.481,0.137,9.85e-05
1FGNS493UKaQOSLLy5JBId,Mil Pedaços,Legião Urbana,brazil,109.176,0.685,0.131,0.183,0.651,0.000536
4PeqO9mURCV4tfYkNKGJ86,N - Ao Vivo,Nando Reis,brazil,105.223,0.489,0.31,0.347,0.868,0.0
3xmYT6XDkqMpQCA8hHdKip,De Longe,Haikaiss;Salazar,brazil,94.005,0.732,0.433,0.695,0.716,0.0
0oCpRNqWb8Hr1VnXu40Hup,Pra Ser Feliz,Padre Fábio De Melo,brazil,132.091,0.562,0.348,0.314,0.805,0.0
3wqZT4IwifLk6vVN4gZdGT,Bom Bom Pai,Esther Marcos;Marcelo Markes,brazil,144.894,0.549,0.326,0.339,0.693,7.09e-06
5fQYoR7st5kgsDw174m7UB,Ele Não Desiste de Você - Ao Vivo,Marquinhos Gomes,brazil,139.878,0.387,0.753,0.249,0.189,0.0
5kxMnTTT1CMmE4VFxitybl,17 MINA,Flora Matos,brazil,74.967,0.709,0.727,0.794,0.41,0.00554
5FTkJggemdWf4Kr6CyWJv1,"Na rua, na chuva, na fazenda (Casinha de sapé)",Kid Abelha,brazil,140.244,0.754,0.495,0.807,0.106,0.00316
2cgCsP1m4K4tilrfRw9nM3,Não Posso Desistir,Cassiane,brazil,128.942,0.601,0.541,0.348,0.319,0.0
376MTPSrBFBgkNF0MnDqbl,Jamais Serão,Start Rap;Filipe Ret,brazil,88.848,0.538,0.572,0.486,0.596,0.0
2JSxHhnDHsz0d6v22amg7y,Onda do Arraial - Ao Vivo,Armandinho,brazil,94.976,0.643,0.728,0.528,0.295,0.0
10dvxvLEh54eOaFr9bvofG,Teus Sonhos - Ao Vivo,Fernandinho,brazil,147.988,0.384,0.787,0.332,0.00732,1.38e-06
6kNZZrEuRbNevp9dW3RPDX,Amor Pra Recomeçar,Jopin;Saulo,brazil,125.985,0.633,0.678,0.582,0.0857,0.0
6keP0AfCE5v4CTI1E5nrLv,Ouro Rosé,UCLÃ;Sueth;Real G;Sos;Duzz;Peunubeat,brazil,109.997,0.826,0.535,0.544,0.144,0.0
6uMRFrXmEpMGhYWqTeWNJy,Eis-Me Aqui,Colo de Deus,brazil,129.716,0.408,0.372,0.109,0.804,0.0
40JzdJJz6YCCP3FLelz9LJ,Sem a Planta,ConeCrewDiretoria,brazil,204.702,0.707,0.607,0.526,0.231,0.000163
5Nnc3TYjsEprIFHZ0fu0ck,Nicole,Choice;Xamã,brazil,89.343,0.476,0.487,0.243,0.344,0.0
2pVetFosBViB0FvWeLUeiI,Cleopatra,ConeCrewDiretoria,brazil,93.058,0.649,0.847,0.583,0.0854,0.0
2LY1AfUB3ReDeyUl7zIZmW,Ninguém Te Ama Como Eu / Basta Querer / Não Dá Mais pra Voltar - Ao Vivo,Padre Marcelo Rossi,brazil,139.979,0.435,0.653,0.274,0.339,0.0
17NwC62mj1Hx35F1xjxxuA,Liberdade Perpétua,Murica;BEATDOMK;Jean Tassy,brazil,90.648,0.663,0.434,0.312,0.787,0.0
759PEyOJs59vSUBfd3qf6B,Sou Eu,Fabiana Anastácio,brazil,127.946,0.738,0.78,0.901,0.479,0.0
5teAcN3Pznv5ioR61vDyBF,Cara Esperto,Forfun,brazil,101.869,0.499,0.805,0.68,0.00306,0.0
28DfsE7LbIicNQY4DPJDk5,Seja o Centro,Gabriel Brito,brazil,76.089,0.51,0.346,0.31,0.429,0.0
4MnEvCz1PWVC9o4l3KhQHA,Leão - Ao Vivo,Gabriela Rocha,brazil,134.012,0.482,0.832,0.22,0.00284,0.0
3gJEo5miQMVaGtHEXhZCCG,Primeira Essência (Jardim Particular),Banda Giom;Anderson Freire,brazil,148.189,0.431,0.589,0.204,0.562,0.0
1hMZDDqL6ThRyJQ5rsLiB5,Não Vou Ficar,Tim Maia,brazil,77.723,0.563,0.783,0.688,0.0925,0.0
16oVqtzrcrdzQvtIRnA2Wx,De Volta À Cena,Racionais MC's,brazil,158.133,0.794,0.752,0.32,0.567,0.0
5CIBPhKt3X7oLNO3jdBR39,Gratidão - Ao Vivo,Ministério Adoração e Vida,brazil,73.026,0.536,0.325,0.322,0.796,2.46e-05
4Mm9qSuCRoMl8H4yByoaNS,O Descobridor dos Sete Mares,Tim Maia,brazil,137.261,0.537,0.91,0.774,0.0321,0.000478
3w9rbjxB0vGRaEZH0G2qCo,Na Zona Sul,Sabotage;Helião;Cascão;DJ Cia,brazil,84.14,0.892,0.519,0.653,0.162,0.0
6NthJCbsfFFrTK2OYZTRCp,Ciúme,Ultraje a Rigor,brazil,169.132,0.368,0.886,0.656,0.00588,0.000264
0DUJZXdp0XGbRafeTKA3TJ,Quebrantado Coração,Fernanda Brum,brazil,109.95,0.63,0.351,0.134,0.661,9.29e-06
2ZjJ8Vs3EvpNwLvIzroB4U,Deus Está Contigo,Rose Nascimento,brazil,129.993,0.644,0.57,0.326,0.785,0.0
1nS8PR4EyWI6rLiCfAGlT6,Vento No Litoral,Legião Urbana,brazil,120.407,0.55,0.214,0.0752,0.662,0.000229
6uIv3xIpgKduBWy350T5ty,Que Se Abram os Céus - Ao Vivo,Nívea Soares,brazil,128.146,0.498,0.644,0.209,0.0368,0.0
2NQ9c78cqdeKegSDRSttcj,Mesmo Que Mude,Bidê ou Balde;Renato Borghetti,brazil,142.012,0.589,0.766,0.709,0.0112,0.0
